idxUp,idxLow,midUp,midLow,ringUp,ringLow,thumb,pinky,label
135,25,147,103,94,56,44,117,fist
137,23,148,103,92,54,44,115,fist
139,23,148,102,90,53,44,117,fist
139,23,148,102,92,54,44,112,fist
139,25,148,102,92,56,44,110,fist
139,25,147,101,92,54,44,109,fist
142,23,146,101,90,54,44,109,fist
144,23,147,101,90,53,43,109,fist
144,23,146,101,89,53,43,109,fist
142,22,146,100,89,52,43,110,fist
144,23,146,100,89,53,43,109,fist
142,23,146,100,90,53,41,109,fist
142,23,146,101,90,53,41,107,fist
142,23,146,100,89,52,41,107,fist
139,22,146,100,89,50,41,109,fist
142,22,146,100,89,50,39,109,fist
144,22,146,101,87,50,41,109,fist
142,23,146,100,87,50,41,110,fist
142,23,146,100,89,50,41,110,fist
142,25,146,100,87,52,41,109,fist
139,25,146,100,87,50,41,110,fist
139,25,146,99,85,52,41,110,fist
139,25,146,98,84,50,38,115,fist
139,25,146,98,84,49,36,115,fist
137,25,145,98,84,50,38,115,fist
137,23,146,98,84,50,38,114,fist
135,22,146,97,84,50,36,114,fist
133,20,145,97,84,50,33,114,fist
133,20,145,97,84,50,31,112,fist
130,19,145,98,85,46,30,112,fist
130,18,145,98,85,45,30,112,fist
133,19,145,98,85,45,30,114,fist
135,19,145,98,87,46,33,112,fist
135,19,146,98,85,48,35,110,fist
135,19,146,98,87,48,33,110,fist
137,20,146,98,87,48,33,110,fist
137,23,146,98,87,48,33,112,fist
139,23,146,98,87,46,36,112,fist
139,23,146,98,89,48,38,112,fist
139,25,146,97,89,50,36,114,fist
142,25,146,97,89,50,39,112,fist
137,25,146,97,90,50,38,110,fist
135,25,145,96,90,49,38,109,fist
137,25,145,96,90,49,38,109,fist
135,23,144,95,89,48,38,114,fist
135,23,144,95,89,49,38,115,fist
135,22,143,95,89,49,36,112,fist
133,22,143,95,89,49,38,114,fist
135,22,142,95,89,49,36,114,fist
135,23,142,95,87,49,36,114,fist
137,25,142,96,85,48,35,115,fist
135,23,142,95,84,49,36,114,fist
137,23,142,97,85,50,36,114,fist
137,25,142,97,85,49,35,114,fist
137,23,142,97,85,50,36,109,fist
139,23,142,97,85,50,35,107,fist
139,23,142,96,85,50,35,107,fist
142,23,142,96,85,50,35,107,fist
139,23,143,96,85,50,36,106,fist
137,20,143,95,84,50,35,104,fist
135,19,142,95,84,50,35,102,fist
135,20,143,96,84,49,31,104,fist
135,20,143,97,84,48,31,106,fist
133,20,143,96,84,49,31,109,fist
133,20,143,96,84,48,30,110,fist
130,19,143,96,84,46,30,110,fist
130,19,143,96,84,46,30,110,fist
128,18,143,96,84,46,30,110,fist
128,18,141,96,82,46,30,110,fist
130,18,142,96,84,46,30,112,fist
130,18,142,96,84,48,30,112,fist
130,18,141,95,84,48,33,112,fist
130,18,141,94,84,48,33,110,fist
130,16,141,94,84,49,31,107,fist
130,16,141,95,84,49,35,107,fist
130,18,140,94,85,49,33,107,fist
128,18,140,94,85,49,33,107,fist
128,19,140,94,84,50,31,109,fist
126,19,141,93,85,50,33,109,fist
126,19,141,93,84,50,35,109,fist
126,18,141,93,82,50,35,109,fist
123,18,141,93,84,49,33,109,fist
126,19,140,93,84,49,35,110,fist
128,19,140,94,85,48,35,112,fist
128,19,140,94,85,48,35,112,fist
128,19,140,94,85,49,35,110,fist
133,19,141,94,87,49,36,110,fist
133,19,141,94,89,48,36,109,fist
133,18,141,95,87,48,35,110,fist
130,18,140,95,87,49,35,107,fist
133,19,141,95,87,48,35,107,fist
133,19,141,95,87,46,35,107,fist
130,18,141,95,89,46,35,106,fist
133,18,141,95,89,45,36,104,fist
133,18,141,95,90,45,36,102,fist
130,18,141,94,97,45,36,104,fist
130,19,141,94,94,45,35,104,fist
130,19,141,94,94,45,33,106,fist
130,19,140,93,94,45,35,110,fist
130,19,140,93,94,44,33,110,fist
130,19,141,93,94,45,31,110,fist
133,19,141,93,94,45,30,109,fist
130,19,140,93,90,46,27,109,fist
128,20,140,93,89,46,25,106,fist
128,22,140,93,90,46,23,107,fist
128,20,140,94,82,45,23,104,fist
126,22,140,94,82,45,25,106,fist
126,22,140,93,82,45,25,104,fist
128,20,140,93,82,45,27,98,fist
128,22,140,93,82,46,25,98,fist
126,22,140,93,82,46,25,99,fist
126,20,139,93,82,46,27,102,fist
126,20,140,93,82,46,30,101,fist
126,20,140,92,80,45,30,102,fist
126,20,140,92,80,45,28,98,fist
128,20,139,92,80,45,28,101,fist
128,19,139,92,80,45,30,99,fist
130,19,140,92,80,48,30,101,fist
130,20,140,91,80,48,28,101,fist
130,18,140,91,80,45,27,99,fist
130,18,140,90,80,45,25,99,fist
128,16,140,90,80,46,25,99,fist
128,16,140,90,80,46,25,99,fist
128,16,141,90,82,46,27,99,fist
